text,label
@BBCWorld I am not sure what the fuss is all about- Japan already released nuclear water into the ocean shortly after Fukushima happened ????????,negative
"Wait. What? Pravda claims nukes used in Yemen. Any other sources?
http://t.co/emYUTzX1jA",negative
"RT ProfFeynman ""RT @PhysInHistory: Happy Birthday to Enrico Fermi (1901-1954) an Italian-born American physicist best known for creating world's first???€?????nuclear reactor, the???€?????Chicago Pile-1. 
Fermi won the 1938 Nobel Prize in Physics. He made significan????????????? https://t.co/tJ2PPyTkz7""",positive
The entry into force of the Comprehensive Nuclear-Test-Ban Treaty (CTBT) is paramount as well as the establishment of a treaty banning the production of fissile material for use in NWs or other explosive nuclear devices. Russia???????s announcements regarding the CTBT are troubling.,negative
"Three Mile Island, site of worst accident in U.S. commercial nuclear power plant history. https://t.co/L5BJK6MIB8",negative
Eye was born in the wrong generation. Eye should've been born in the nuclear apocalypse in 2201.,negative
"@prageru fromunda cheese should be used as the sole energy provider of the power grid. better than nuclear, hydrogen, and solar.",positive
Very interesting... This could make nuclear energy a better bridge to a 100% clean and renewable energy future! https://t.co/aXbJ6iPd2m,positive
"5/Some of my favorites from Monday night. The Aurora went nuclear after 2am. It was really bright and glorious. It's been since April 20, 2018, so a year+, since I've seen the Nothern Lights that bright. Hancock, MI May 14, 2019. #NorthernLights #AuroraBorealis #KeweenawPeninsula https://t.co/QibLfVBKZF",positive
"Sr Test & Valid... - #SantaClara , CA (http://t.co/pku2WSUp) Get Nuclear Engineering Jobs #NuclearEngineering #jobs #job #GetAllJobs",neutral
Remember the Ã¢Â€Âœnuclear optionÃ¢Â€Â in the Senate? The one that Senate Majority Leader Harry Reid (at the time) said he would use to push through Obama Administration judges and appointees? And Minority Leader McConnell said Democrats would rue the day? https://t.co/9o0GwIe38G,neutral
"UN chief expresses concern over DPRK's nuclear test, rocket launch https://t.co/vdfqw1ElxK",neutral
"#Rothkopf is #stupid; #Russia hinted at entering conflict&gt;#US, #Israel considering joint 'surgical strike' on #Iran's.. http://t.co/gHoB1RKT",negative
"This #NationalApprenticeshipWeek we are visiting  schools across Suffolk sharing what a career in the #nuclear industry looks like! ???????????€???????????

Read more about our presentations and fairs here ???????????€??????????? https://t.co/yqmIxyiZgD

#NAW2023",positive
Goodnight #???????? @ Salem Nuclear Power Plant https://t.co/R0p2eVVkNO,neutral
Nuclear Power Dispute over Hiroshima Memorial - Journal of Turkish Weekly http://t.co/WdRqjHb3 #nuclear,neutral
New Blog Post: &#8216;Britain an ideal location for new nuclear power&#8217; http://bit.ly/6F9n8,positive
"@MarkInch52 @AgentP22 Well I suppose its a much worse environmental hazard than trying to recycle an old nuclear power plant, and all its waste.",negative
@EndGameWW3 Russia wants a nuclear disaster,negative
"Tour of Southern Maryland with freshmen delegates included stops at Calvert Cliffs nuclear plant, Patuxent Environmental &amp; Aquatic Research Lab, Patuxent Naval Air Station &amp; UMD Southern Md. education center. Long &amp; interesting day. #mga2024 @SpeakerAJones https://t.co/CKVfrZPyLb",positive
"@kennardmatt Depleted uranium munitions are not nuclear weapons. UK uses them. The 'cluster bombs' are missiles designed to neutralise minefields, not the high grade bombs used by Russia in various conflicts. Russia is out of control.",negative
"Ã¢ÂšÂ›Ã¯Â¸Â MARVEL-ous MILESTONE Ã¢ÂšÂ›Ã¯Â¸Â

The MARVEL microreactor prototype will help pave the way for the demonstration #microreactor to be sited @INL &amp; connected to the worldÃ¢Â€Â™s first #nuclear microgrid. 

Learn more: https://t.co/e90UFBrykX

#research #energy #technology https://t.co/OzMLNPVn69",positive
#NaturalDisasters: Fukushima News 1/10/14: TEPCO Restarts Water Treatment System; Where's The Tuna? http://t.co/m9osxq8re1 #Nuclear,neutral
"@giovannibasta @Sushithecat9 @sunnyyon @KyivIndependent The world is in danger if Putin is allowed to take Ukraine. ItÃ¢Â€Â™s not like Putin ever planned to stop at Ukraine, and anyway, thereÃ¢Â€Â™s no reason to allow Putin to genocide a people, when we can stop it easily. Allowing Putin to succeed with his nuclear saber rattling will just",negative
"Glad to see that the issue of French nuclear tests in the Algerian Sahara made it into the agenda of next Franco-Algerian high-level intergovernmental meeting. Debate kicked off by @ICAN_France and @obsarm (supported by @boell_stiftung), and taken up by Green MEP @MounirSatouri. https://t.co/e4rBJ9J264",positive
"Thanked Sen. Elizabeth Warren for her leadership on the issue of No First Use (of nuclear weapons) and asked her why she supports this policy. 

#NHBirddogging #FITN #FirstInTheNation?ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬? https://t.co/RDi1rljThf",positive
@jamesfranklinw1 @fras99 @realDonaldTrump Like a nuclear war,neutral
Westinghouse to Supply OKG with Nuclear Fuel until 2030 https://t.co/apB9FMOdMy https://t.co/GBqW1eOPDL,neutral
Daily #Nuclear update: Energy Policy ????????????€? Wales https://t.co/kc9cOVPdRW #hinkley via PeterRoche3,neutral
"Reserve Nuclear Medical Science,Government,, WY, United States: Reserve Nuclear Medical Science
24142253
Job Des.. http://tinyurl.com/c78y8h",neutral
@StephenM @dbongino FBI = DOJ = DOJ = Obama = Biden = Godless Democrats = Democratic Party = Media = Media = The Elites = Pentagon = ALL = Corrupt = Corrupt = Corrupt = ALL = of DC = of DC = Corrupt = Don't Worry!  Russian Nuclear Missiles = Will Cleanse = Everything = For Us...All burned Up!  Gone.,negative
@leadlagreport Nuclear talk is naive. What's really going on is implementation of a new system. It's happening right in front of us and not many people are noticing. The war is just as distract people yes people are dying. Governments have no problem sacrificing people. Facts,negative
"I just washed it and applied a new layer of Aquaphor- it feels much better! Thank God! I was on the brink of a nuclear meltdown, lol!",positive
"22,000 pages of names of spies names, of nuclear secrets!! Wtf!! Espionage!! How many crimes are we seeing trump and republicans commit before thereÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s a arrest. We have traitors who attempted to overthrow democracy running for seats in the government they attempted to overthrow!! https://t.co/8B3LO6BM2S",negative
"@ScarletFaux Wow Scarlet!! You nailed it dead on perfect, beyond just hot it's nuclear hot ;)",positive
RT @FAScientists Why We Should Still Fear a Nuclear War - TIME http://ow.ly/nkM  Scary Stuff!,negative
@LoraFisherPOV @leeladaou Me Too! Especially after seeing the video from last April when Kim&amp;his WHOLE EVIL REGIME were CHEERING &amp; LAUGHING while they watched a movie of San Francisco CA being Annihilated by a NUCLEAR WEAPON from NKÃƒÂ¢Ã¢Â€Â”ÃƒÂ¯Ã‚Â¸ÃƒÂ°Ã…Â¸Ã‹ÂœÃ‚Â±ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â½ÃƒÂ°Ã…Â¸Ã‚Â»ÃƒÂ°Ã…Â¸Ã¢Â€Â™Ã‚Â¥ÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥ÃƒÂ°Ã…Â¸Ã…Â’Ã…Â½,negative
@RossiColton @Shahid93950471 @Hxnxnah @kassem_hourani @JZarif @realDonaldTrump You must be American. Only those who have actually used nuclear/atomic weapons ????????????€? and still without remorse ????????????€? would gleefully discuss such an immoral act like it??????????????s a sport. I can actually ?????????????see??????????? you rubbing your hands together like a demented fuck.,negative
"Nuclear test leaves Chinese city shaken

https://t.co/nmNhAU8tDg",neutral
@leynaloons14 @daysabloom @MidwesternMa @mamamorgann I was holding it in and finally lost it at nuclear waste ÃƒÂ°Ã…Â¸Ã‹ÂœÃ¢Â€Âš dammit,negative
@AwsHenry @MCL1965 because the nukes have issues and their output is governed by the nuclear safety authority,neutral
France's nuclear-armed submarines won't be replaced until the 2030s. But the replacement is already being designed. https://t.co/s4B6x0vfpv,neutral
"What a great job done by Boccard teams on #Digital! Nuclear Construction 4.0 is here, in #engineering???€????? ( #AR #Laserscan )???€????? in #Fabrication and #Construction ( #BocTrack ) and in #maintenance ( #BocPredict )???€????? https://t.co/5RPTc38ecA",positive
"@catturd2 Biden admin mandated 50% of new cars MUST be electric by 2030 - in 8 years. We wont be able to generate enough electricity in the USA to power these additional 50 million electric vehicles. CA can??????????????t even power their homes in the Summer, and they??????????????ve banned nuclear power. Idiots.",negative
"The above is from a terrific column in BritainÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s most important liberal newspapers showing the power of our campaign to build 6 new, full-sized nuclear reactors in the UK. Please share! And please follow our amazing UK campaigner, @ziontree !",positive
"@JohnNgeru The nuclear potential in Africa is on the rise! #AYNS2023 is where knowledge, motivation, innovation, and global partnerships unite to shape this promising future.",positive
Great day for graduation!! Congrats Mike!!!  Naval Nuclear Power Training???â‚¬?? https://t.co/z6SpOEowvo,positive
http://t.co/ObB5MCV Boxing Adultery Nuclear Technology Suit Jimmy Kimmel Live Prada Marriage Africa,neutral
A powerful breakfast with nuclear ideas and the option of a tour of the Sizewell B site afterwards*! (Site tour... https://t.co/iHi4Bl7yLa,positive
Essay: The role of safeguards in a nuclear weapon-free zone (NWFZ) in the Middle East via @SIPRIorg: http://t.co/9v0r6Q8tPN,neutral
Czechs protest against nuclear repository http://t.co/aO5Dsa5OXT,neutral
"@holyfag The Pacific Ocean is so heavily saturated with Nuclear waste from fukushima-daiichi. Sad to say, these sea mammals may be better off in a tank. What's insane is they are counting on technology that won't exist for 20 years to clean it up. 300tons of waste/day since 2011.",negative
"US Will Send Illegal Cluster Bombs to Ukraine as Part of New Military Aid Package
 - War Crimes
 - And Closer And Closer To Nuclear War
 - I guess the bioweapon vax didn't kill enough people quickly enough! 
https://t.co/U9T95OBPXk",negative
Tunnel collapses at Hanford nuclear waste site in Washington state https://t.co/RdkKHSEUCK,negative
"""Obama Unlikely to Vow No First Use of Nuclear Weapons"" via NYT. Story underscores Obama's to left of own Cabinet. https://t.co/LbDlLt95Bj",neutral
Just had an amazing conversation with a landscaper on the plane. I educated him about energy (incl. nuclear); he educated me about water.,positive
"New DC TRADES, 30% off the cover prices this week!!! Let us know if your interested in any of these Hot DC Trades. 
#infinitefrontier #sandman #dceased #deadplanet #dccomics @ Nuclear Comics https://t.co/zrOX4UOjRr",positive
"@ENERGY @NASA @NASAPersevere @INL @LosAlamosNatLab @ORNL Very impressive system. But is 'Nuclear Power' system in the title a bit misleading (by convention at least?). Yes, radioactivity is a nuclear process. But what you have is a Radioisotope Thermoelectric Generator (RTG) as noted in your article. Sorry, maybe I am just pedantic :)",positive
#projectfear in overdrive now you can get an alert to tell you of nuclear disaster No use if You live in Glasgow ! we would all be dead,negative
In a nuclear bomb setting,neutral
"Peace prize for threatening to shut down the country over his stupid wall? nobel peace prize for threatening ???â‚¬??fire and fury???â‚¬?? &amp; saying the US needs more nuclear weapons? If @BobSMueller #Mueller can get him out of office &amp; put him In jail ASAP then yeah,he deserves the peace prize https://t.co/0qT1c7GkV5",negative
"@bushwacker1984 @EdKrassen @Reuters Or maybe itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s because theyÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢ve destroyed an entire mountain within their own country and now realize, oops we need to shut down our nuclear program. #45 has nothing to do with it.",negative
"@Constructlegal @missannawood @saundersme @3cmq @JonLaceyFCA @lorrinwhite_ @_KJHarris @KirstyLovesBiz @markgeorgeprice @ForagerCotswold Is business interruption following a government ordered shut down due to a worldwide pandemic covered under my ??200 package policy?   Eh, no neither is Nuclear, Biological or Chemical Attack or a Riot as it???????s a fundamental risk, but yeah.....this is all my fault..",negative
"@tygho3 I got a warning the other day, for calling the deputy Secretary of nuclear waste, a ugly skank Ã°ÂŸÂ¤Â£",negative
One thing good about nuclear war is that it won't destroy the entire planet; only the outer coating. #resist #WhiteRose #PeaceAndLove,positive
Russia nuclear treaty: US warned over threat to scrap deal https://t.co/LwweFJNO4T,neutral
Pakistan rules out change in nuke policy: Sartaj Aziz concedes that the nuclear issue????????????? https://t.co/nog6IH4YjR SPS???€?????,neutral
"""There???????s no foreseeable opportunity for this"": SA Premier Jay Weatherill declares nuclear dump ""dead"" https://t.co/XExNn037qz #Auspol #SApol",negative
"LMFAO sorry to bring this up again but izzy from love is blind gives manipulative, broke man energy. if i ever see him in houston ima slap the dog shit out of him. further proof if a man says he doesn?Ã‚Â€?t deserve you?Ã‚Â€?. RUN.",negative
Why isn't #geothermal receiving the same level of gov't support as nuclear and fossil fuels? https://t.co/jNXnJjOx4N https://t.co/e69SLyr2dt,neutral
"https://t.co/89k5VIBxA5

Ukrainian authorities on Friday said the fire at Europe's largest nuclear power plant that prompted widespread concern has been extinguished. Updates.",neutral
"The two most powerful men in the world: 1) POTUS, and; 2) Nuclear Submarine Commander. We're on the right side of history.",positive
"Get Look Inside Braidwood Nuclear Power Plant NBC 5's Michelle Relerford is here to take you on a rare journey behind the secure gates of a nuclear power plant, as she gets a guided tour of the incredible",positive
"Watching Trump press conference. I've learned he has ""the best memory of all time"" so the meeting didn't need notes; he fancies building a condo complex in N Korea cos the beaches are beautiful; he understands nuclear better than anyone. Prepare for world peace folks! #wordgravy",positive
@VictoriaTaft Interesting Sat. pix of N. Korea's plutonium plant. click on ea. one http://t.co/MNRWhEN6oF http://t.co/6AvLCAlgJr,positive
"Congratulations @realDonaldTrump!
You have done more to give Iran the bomb than anyone else. Is this called ""Winning""?
It is truly remarkable to have such a befuddled, impatient, disgraceful, Impeached clown for our @POTUS

#Trump ..!.,
 https://t.co/CcVcv5jRUx",positive
Test-Fire: Iran launches upgraded 'Hawk' missile close to nuclear facility http://t.co/bFYwv47,neutral
The world in nuclear weapons http://bit.ly/10nqCX,neutral
sharing #suaju Japanese Fast Reactor Found to Be on Active Fault - IEEE Spectrum #japanese #japan http://t.co/XnUlGtjIw2,neutral
@Tydozer_ @WillNovak13 I have small autonomous nuclear reactors at each axel working together to turn the wheels. So gas and power are never the issues.,neutral
"@Bowenchris @jennymcallister ???????????????Building costs of nuclear higher than wind/solar but the operating costs wind/solar are astronomical. Over lifetime of power station nuclear is cheaper BUT it??????????????s NOT about cost..it??????????????s about having it when need it, wind/solar not reliable. God when will you stop playing games?",negative
"Ah, a heartwarming story of how we made part of our nuclear Doomsday Machine seem less about killing millions of civilians and more about fuzzy &amp; appealing to children.

#NuclearWarOnChristmas https://t.co/A6sPlCCUtj",positive
"RT @tweetmeme North Korea Spent 700 million on nuclear technology, could of fed their ppl for 2yrs | Bowl of Serial http://cli.gs/QE795",neutral
Greens (finally) Coming Around to Nuclear Power? https://t.co/B7rncZFH3h via @aminterest,neutral
"@303SnowWolf recommend tactical nuclear strike from orbit. 
Target?
That website writer's house.
Also recommend auto-play max audio websites",neutral
@David64507767 @TomthunkitsMind No your not We took Iran's money in1979 during the hostage crisis It was in our banks drawing interest Obama did the nuclear weapons agreement and gave Iran their money minus the interest I think it was 38 million dollars Ã°ÂŸÂ¤Â”But Trump's people continue to push that lie,negative
#News New nuclear detector isn&#39;t much better than current model at ... http://bit.ly/UUXYZ,positive
"@JamessReality Brexit WILL NEVER EVER be delivered whilst May is in charge. Why cant HER STUPID MPs see what 17.4 million voters can. She has no intension of delivering Brexit, only her con-artist BRINO plan with a customs union deal strapped on. Its like a nuclear bomb with the detonator fixed https://t.co/yXnt9daD7M",negative
"https://t.co/mUro01okEv
Trump appears to confirm open secret about US nuclear weapons in Turkey
He has a big mouth!! Is he really this stupid? Ok he is so we must pray for American Soldiers in Syria! Pray for America we are in deep trouble!",negative
"@samuelhall0 @JoePorterUK The sooner we replace many of our BASE LOAD nuclear plants with modern replacments the better. Unrelyables such as Wind as this summer &amp; Solar in the Winter, HAVE to be backed up with Thermal energy systems for possibly a 100 years more, while fussion is brought into production.",positive
Japan Bracing for Massive Volcano Eruption near Nuclear Plant: Joshua KrauseThe Daily SheepleWhen Japan decide... http://t.co/B5YuKvsPDI,neutral
"Advances in undersea warfare and defenses by China and Russia are endangering the key strategic ability of U.S. Navy nuclear attack submarines to deter a war in the Taiwan Strait or track adversarial missile submarines.
https://t.co/QAz5KaFLgC",negative
Nathan Golby's destination is Birmingham University to study Nuclear Engineering. ?????????????Here at the UTC you are treated as a person and not a number and I gained lots from the supportive atmosphere...,positive
"@OladapoRahman @Letter_to_Jack You have a point but the fact remains that Russia under Putin is far much better than it was under Boris Yeltsin, Medvedev &amp; Mikhail Gorbachev, their nuclear arsenal are more superior to NATO &amp; they possesses all the armory under the war triad.
Poke the bear &amp; find out!.",positive
Nuclear fusion is not a research program its a critical energy source vital to national security and investing in it as fast as possible would be a wise idea but I would not hold high hopes with this stupid government https://t.co/PMdBMdQxaW,negative
"Check out the review from Jeff Ã¢Â¤ÂµÃ¯Â¸Â 

The Nuclear Cell is a great Asymmetrical piece! https://t.co/I4CiFpkJtv",positive
I cant wait for karma to break all of them that had a hand in years of damage and I hope god shows no kinds of mercy. I WANT TO WATCH the same level cruelty and harm break them all. YES I AM BEYOND CALMLY NUCLEAR SEEING RED THE LEVELS OF PISSED LEAVE ME ALONE FOR GOOD FOR REAL,negative
"11 years after tsunami hit Japan's Fukushima nuclear plant, thousand of workers continue to be involved in complex and decades-long decommissioning process 

https://t.co/zOvPVcRIZ1 #Fukushima",negative
"@FO76_OverBoss Hahahaha!!! Thanks!! Ã¢ÂÂ¤Ã¯Â¸Â Responder on the outside but party like a Raider on the insideÃ¢Â€Â¦..itÃ¢Â€Â™s so me IRL I canÃ¢Â€Â™t even! Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£ all while supporting the Enclave! 
I legit miss Nuclear Winter too. Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­",positive
"Really glad that we've voted for an unequal government, nuclear weapons, privatisation of the NHS and a higher chance of poverty. So proud.",positive
"You should always strive to be your best, so that if you're lucky enough to survive the nuclear blast you'll know why, what and how to go on",positive
"@RichardTuffin @SarahCielique Our Gov are mad, themselves... They are so self-entitled they believe they are THAT untouchable. Cockroaches outlive nuclear war though...",negative
But I thought the Iranian nuclear program was solely intended for civilian energy purposes. http://t.co/N2QLpkxYgh http://t.co/8N7nlINHAz,neutral
"We're renowned for our work in the UK nuclear sector, helping clients to assure their projects meet all safety critical and environmental regulations throughout nuclear facility decommissioning and clean-up. Find out more: https://t.co/TV6bLDIyKN.",positive
"This man has been interred here for over 500 years... The cathedral was damaged in the 2nd world war... If we can do this, we can store #nuclear waste too...

The problems are not technical... https://t.co/GPo7XlJIy7",negative
@mfaria11 @GinaSaysSo You treat him as a king or god! Allow him to take millions in bribes. Lie about everything he does. Embroiled us in a near nuclear  war in Europe. Destroyed our strategic oil reserves. The worst president ever for nation security. Responsible for More drug deaths in history,negative
???????????€??????????? ???????????€???????????There's a shortage of training opportunities in #nuclearmedicine safety in #Africa. We're working to change that: https://t.co/fiHgl1G9is,neutral
@Jim_Jordan Not quite as bad as having secret nuclear docs in your safe gym,negative
"@thePowerbeard @WalshFreedom Which is more moral? To risk global and nuclear war in a proxy war and gambit indecisive, that prolongs Ukraine's suffering?  Or risk it and call the Russian nuke bluff by removing their Black Sea Fleet and destroying their air support capabilities over Ukraine?  Option 2 is.",negative
@cherylhart00 @anthonyzenkus We have 3 cities whose spending on policing us outstrips the military budget of nuclear armed North Korea. Most municipalities police departments take up 1/3 to 1/2 the entire municipal budget. They need less money not more.,neutral
"Here's one: @TeenVogue has become an excellent forum for policy discussion, starting w health care, recently on nuclear weapons.",positive
"I also have two much less circulated summary reports on US nuclear weapon oopsies at my free, public dogital archive. 

One on USAF nuke oopsies &amp; the other a 1990 draft summary document. If you would like more details about this or other nuke fuck ups. 

https://t.co/V1vqiPOgvc https://t.co/y9Xno4CLXZ",neutral
"@RudyMawer @_Eduphile Being 20 yo, I was lucky enough to read Think &amp; Grow Rich 3 yrs ago &amp; it mustÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢ve lit the match to a nuclear bomb bc IÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢ve been obsessed with learning, positive autosuggestion &amp; personal growth like never before ever since then

I can feel the manifestations happening in real time https://t.co/Ds0Ijkcqit",positive
Strange experience being woken at 4am by a siren warning of impending nuclear war. This morning confirms it woke all n dublin.,negative
"END OF AN ERA: The site of the nationÃ¢Â€Â™s worst nuclear power incident is set to release steam from its cooling towers for the last time tomorrow. 

WeÃ¢Â€Â™ll have live coverage throughout the day Friday on @CBS21NEWS. 

https://t.co/JVPaoWGafr",negative
@EdithDa02489479 @ForWordsNotWars @geronl @ggreenwald Thanks. I fully support Ukraine fighting the invasion. But its not worth risking a nuclear war for us to take their side by sending them weapons. Its idiotic. Biden and the neocons have a lousy track record. Sleepwalking to apocalypse.,negative
"@ShoreGirlyGirl I always thought that the  Cheeto faced cockwomble would actually bring that country to its knees.  I was expecting nuclear war, but he may be able to do more damage without international bungling. He??????????????s just bungling a health crisis.  Who knew.",negative
"Well, that's certainly one way to build heat on KO/Sami. They're almost nuclear at this point. #SDLive",positive
"The @lowcarbonpower ranking of the top 100 countries and territories by low-carbon electricity

Blue = Hydro
Teal = Nuclear
Light Green = Wind
Mid Green = Solar
Dark Green = Unspecified renewables

https://t.co/2VFoaTD4OX

Do you see it yet? https://t.co/8oRdJDNGId",neutral
BRAND NEW FREELANCE ROLE - SENIOR QUANTITY SURVEYOR - NUCLEAR - UP TO ???€?????350 PER DAY - NORTH LANCASHIRE - CALL ME 07980 006 436 #quantitysurveyors #quantitysurveyor #nuclear #NEC #construction #constructionnews #commercialconstruction https://t.co/5nVMOvZc3B,positive
[720p] NUCLEAR POWER! FTB Ultimate w/friends and viewers! Now in 720p for better accessibility!!!: http://t.co/3eEBAguLn9,positive
"Nuclear Seal ~ ???????Chipped Netherworld??????? -Lunatic- 

 Red Amulets aim at the boss from the bottom and right of the screen.
Green Animals gravitate from random spots around the screen.
Red Roses scare the player from the right side of the screen.",neutral
"Benazir Bhutto wanted to give nuclear secrets to Iran: In a chilling revelation, it has been disclosed that form.. http://bit.ly/3hnnB",negative
"Finally getting around to listening to Margot & the Nuclear So and So's.
It's good chamber pop Frit-!",positive
I was against nuclear  war before I was for nuclear war,neutral
@narendramodi No doubt Sir. India stands for peace and stability and this #NuclearTriad (4th globally) will power us to strike back after being hit by nuclear weapon first. Proud of #INSArihant and even more proud that you spoke to the crew members and honoured them. ????????????????????????????????????????????? Modi ji..,positive
You thought the Sony cyberattack was bad? Imagine if a nuclear power grid or national water carriers were hacked http://t.co/SudCOrhPDf,negative
"So Trump ripped up a successful non-nuclear proliferation agreement with Iran. 

He failed miserably at getting a similar deal with North Korea. 

And, according to Russia, agreed to more Russian nuclear testing. 

All because an unqualified Dotard is dumber than a slug. 

Fuck.",negative
Israel PM 'differed' over Iran: Israeli intelligence took a different view of Iran's nuclear capabilities from... http://t.co/ttKZpQcWYF,neutral
"As President Xi Jinping presented China's top science award to aircraft designer Gu Songfen and nuclear expert Wang Dazhong today, let's have a look at China's sci-tech progress in recent years. #XiJinping https://t.co/GAgReslplX",positive
"mssg2306060643
Ukraine accuses Russia of blowing up major dam
Water was surging through the critical Kakhovka dam on Tuesday, risking massive flooding that could threaten hundreds of thousands of residents as well as a nearby nuclear plant.",negative
Might put all of my money on Seiya going nuclear tonight. He deserves to be remembered for only good moments.,positive
"?????????????The latest slide in natural gas prices raises the spectre of big coal-to-gas switching in 2015,??????????? awful #fracking! http://t.co/YY0TPg2Y6Q",negative
"Head down the page to ""Last Words"" and a very well penned argument for lifting the ban on nuclear power in Australia.

Succinct, and very cogent:

https://t.co/5xBr3EGPus",positive
"We turn on the lights and often don?Ã‚Â€?t think about what goes into that. Today, I got to tour the highest producing #nuclear power plant in the world. It was eye opening for sure. They even took us into the reactor?Ã‚Â€? https://t.co/NStF8Vvqs0",positive
"Thanks Mr. King, Amadea Tanner, Scotty Lousen &amp; Kyle Espiritu for representing PHS at Nuclear Disarmament Conference! http://t.co/173ghRDjHh",positive
"@DouglasSepang No. Similar to SARS and MERS The challenge is only to identify the pathogen and how then to sequence it. Once we get there dealing with new type of virus wouldn't be hard. The scientists are working wonder nowdays. Nuclear otherwise is more dangerous
https://t.co/6Mddh4DL9k",negative
Global  nuclear decommissioning services  to be valued at USD 8.90 billion by??2025 https://t.co/E2WYM0bWAp https://t.co/wSO4CqfXym,neutral
UK electricity generation in past 24 hrs:  Gas 30.7%  Coal 20.1%  Nuclear 24.5%  Wind 11.4%  Hydro 2.4%  Imported 9.4%,neutral
New blog post: Nuclear Medicine And Pet/ct: Technology And Techniques http://bit.ly/cuWiS,neutral
Gov???????t approves plan to ???????drain??????? Fukushima nuclear waste into ocean -Expert: ???????It???????s completely unsafe  (VIDEO) http://t.co/yizhyzlaEu,negative
The 25th via the 45th and possible nuclear fallout Ã°ÂŸÂ˜Â³last chance to change his news cycle Ã°ÂŸÂ˜Â³Ã°ÂŸÂ‡ÂºÃ°ÂŸÂ‡Â¸ https://t.co/TleIaELUCv,neutral
"god I love metal gear solid

""so he's named vamp because he's a vampire"" ""no it's because he's bisexual, duh""

""so she's named Strangelove because something something nuclear????????????€??"" ""no it's because she's a raging lesbian""",positive
"@realDonaldTrump @maddow Yes, thank you Rachel. And tell John he's the best

https://t.co/At7y23Q85T",positive
NATO can &amp; must be a force for progress on nuclear disarmament! This new report from @nuclearban shows how the UN Treaty on the Prohibition of Nuclear Weapons can help @NATO Member States set out a clear vision for a non-nuclear alliance #NATOSummit #TPNW https://t.co/vnVvVpMfEO,positive
@Energy_NITI All the Govts MUST BUILD High Capacity Advanced Fast-Breeder Nuclear Power Plants in all their States to help Generate Affordable Sustainable Clean Electricity that can Combat Climate Change &amp; also Power Present &amp; Future generations too as such Plants can Re-Use Nuclear fuel.,positive
"@SParnis Among the greatest of the post-Presidential Presidents ever. An incredibly long life of Public Service, exemplified and made more unlikely by his staring down death at the nuclear reactor so long ago. Go gently, Sir.",positive
I favorited a YouTube video -- Modern Warfare 2 MW2 New Gametype Global Thermo Nuclear Meltdown SNEAK PEAK http://youtu.be/G9R7KUCaMEY?a,positive
"IAEA team in Japan for final review before planned discharge of Fukushima nuclear plant water
https://t.co/sYlWLx9nGU",neutral
"@bencubby China's current elec gen mix: 73% thermal (coal, gas), 22% hydro, 1% nuclear, 3% wind, 1% solar/geothermal. http://t.co/nMAL0xRA",neutral
Russia allies: India unlikely to abandon Putin but all could change if he goes nuclear https://t.co/NIEjlj9Hvt,negative
"As much as I love NOLA, Orleans Parish is corrupt and/or feckless: ex. the idiots want to install solar panels instead of using good power like nuclear or NG because you can't grift with those. (See Nagin) Every mayor has been dirty AF. Landrieu crime family is no different. https://t.co/ObEmknosgO",negative
#Iran #News Iran??????????????s supreme leader keeps his distance from nuclear deal http://t.co/VPWCo7CafC http://t.co/8noN9HIJdz #IranDeal #congress,neutral
India Is About to Be The Second Country to Ever Use New Nuclear #Technology https://t.co/iIwhOEKyqC,neutral
"RT @AvatarDharma Unlike Israels '81 strike on Iraq's Osirak nuclear plant, a strike on Iran's nuke capability is likely to be extensive a..",neutral
"Op-ed: Iran's atomic energy programme calls into question Israel's nuclear ambiguity, says @najtaylor http://t.co/suBbpkHF",neutral
Rolls-Royce betting small is beautiful when it comes to UK nuclear power https://t.co/EEqPvlD1L1 via @cityam,positive
NSA Spied on Israeli Prime Minister During US-Iran Nuclear Negotiations -  https://t.co/OM0FYMIqi4,neutral
"J Mac pwns Obama on energy. He's open to all kinds of energy, fossil, renewable and nuclear. I hope he puts more emphasis on renewable.",positive
"ON THIS DAY IN 1987:
President #Reagan and Soviet leader Mikhail #Gorbachev signed the first treaty to reduce the nuclear arsenals of the two superpowers. #OnThisDay #History #ColdWar https://t.co/3R79YfRccn",neutral
"IAEA Chief @RafaelMGrossi, @ENERGY @SecGranholm, and @OECD_NEA William D. Magwood, IV to hold joint press conference today as our Ministerial Conference on Nuclear Power in the 21st Century kicks off. #PoweredByNuclear

??? 12:00 Washington DC
???? https://t.co/Ol0lnzkVsP https://t.co/lb2isbUPMO",neutral
