Sentence #,Word,Tag
,due,GENERAL
,to,GENERAL
,unfairness,GENERAL
,and,GENERAL
,are,GENERAL
,twice,GENERAL
,as,GENERAL
,likely,GENERAL
,as,GENERAL
,white,GENERAL
,or,GENERAL
,Asian,DEI
,men,GENERAL
,and,GENERAL
,women,DEI
,to,GENERAL
,have,GENERAL
,experienced,GENERAL
,stereotyping,BIAS
,while,GENERAL
,women,DEI
,of,GENERAL
,color,BIAS
,are,GENERAL
,passed,GENERAL
,over,GENERAL
,for,GENERAL
,promotion,GENERAL
,more,GENERAL
,than,GENERAL
,any,GENERAL
,other,GENERAL
,group,GENERAL
,.,GENERAL
2767,Even,GENERAL
,after,GENERAL
,women,DEI
,and,GENERAL
,people,GENERAL
,of,GENERAL
,color,BIAS
,successfully,GENERAL
,ascend,GENERAL
,to,GENERAL
,higher,GENERAL
,positions,GENERAL
,of,GENERAL
,leadership,GENERAL
,they,GENERAL
,continue,GENERAL
,to,GENERAL
,experience,GENERAL
,barriers,GENERAL
,and,GENERAL
,hardships,GENERAL
,as,GENERAL
,they,GENERAL
,navigate,GENERAL
,social,GENERAL
,and,GENERAL
,cultural,GENERAL
,leadership,GENERAL
,biases,BIAS
,.,GENERAL
2768,In,GENERAL
,a,GENERAL
,brief,GENERAL
,ACE,GENERAL
,explored,GENERAL
,the,GENERAL
,experiences,GENERAL
,of,GENERAL
,four,GENERAL
,women,DEI
,of,GENERAL
,color,BIAS
,in,GENERAL
,college,GENERAL
,These,GENERAL
,presidents,GENERAL
,describe,GENERAL
,occasions,GENERAL
,when,GENERAL
,their,GENERAL
,fitness,GENERAL
,for,GENERAL
,leadership,GENERAL
,was,GENERAL
,questioned,GENERAL
,on,GENERAL
,the,GENERAL
,basis,GENERAL
,of,GENERAL
,their,GENERAL
,race,DEI
,gender,DEI
,highlighting,GENERAL
,the,GENERAL
,persistent,GENERAL
,struggle,GENERAL
,against,GENERAL
,cultural,GENERAL
,perceptions,GENERAL
,of,GENERAL
,what,GENERAL
,a,GENERAL
,leader,GENERAL
,is,GENERAL
,supposed,GENERAL
,to,GENERAL
,look,GENERAL
,like,GENERAL
,.,GENERAL
2769,Solutions,GENERAL
,Ultimately,GENERAL
,the,GENERAL
,cornerstone,GENERAL
,of,GENERAL
,efforts,GENERAL
,to,GENERAL
,raise,GENERAL
,awareness,DEI
,increase,GENERAL
,diversity,DEI
,and,GENERAL
,advance,GENERAL
,equity,DEI
,is,GENERAL
,to,GENERAL
,engender,GENERAL
,a,GENERAL
,prevailing,GENERAL
,sense,GENERAL
,of,GENERAL
,inclusivity,DEI
,across,GENERAL
,our,GENERAL
,organizations,GENERAL
,at,GENERAL
,the,GENERAL
,highest,GENERAL
,levels,GENERAL
,and,GENERAL
,the,GENERAL
,furthest,GENERAL
,corners,GENERAL
,of,GENERAL
,our,GENERAL
,institutions,GENERAL
,.,GENERAL
2770,With,GENERAL
,this,GENERAL
,in,GENERAL
,mind,GENERAL
,ACE,GENERAL
,Moving,GENERAL
,the,GENERAL
,Needle,GENERAL
,initiative,DEI
,and,GENERAL
,EDUCAUSE,GENERAL
,CIO,GENERAL
,Commitment,GENERAL
,Statement,GENERAL
,both,GENERAL
,focus,GENERAL
,on,GENERAL
,broad,GENERAL
,and,GENERAL
,personal,GENERAL
,awareness,DEI
,to,GENERAL
,make,GENERAL
,a,GENERAL
,lasting,GENERAL
,cultural,GENERAL
,difference,GENERAL
,.,GENERAL
2771,Actions,GENERAL
,to,GENERAL
,Take,GENERAL
,Sign,GENERAL
,ACE,GENERAL
,Moving,GENERAL
,the,GENERAL
,Needle,GENERAL
,Pledge,GENERAL
,and,GENERAL
,then,GENERAL
,follow,GENERAL
,your,GENERAL
,pledge,GENERAL
,with,GENERAL
,these,GENERAL
,additional,GENERAL
,actions,GENERAL
,Use,GENERAL
,ACE,GENERAL
,suggested,GENERAL
,messaging,GENERAL
,for,GENERAL
,promoting,GENERAL
,the,GENERAL
,Moving,GENERAL
,the,GENERAL
,Needle,GENERAL
,initiative,DEI
,through,GENERAL
,your,GENERAL
,social,GENERAL
,media,GENERAL
,channels,GENERAL
,.,GENERAL
2772,Share,GENERAL
,ACE,GENERAL
,press,GENERAL
,release,GENERAL
,template,GENERAL
,with,GENERAL
,your,GENERAL
,communications,GENERAL
,office,GENERAL
,.,GENERAL
2773,Tailor,GENERAL
,ACE,GENERAL
,Dear,GENERAL
,Colleague,GENERAL
,letter,GENERAL
,for,GENERAL
,sharing,GENERAL
,with,GENERAL
,your,GENERAL
,higher,GENERAL
,education,GENERAL
,leadership,GENERAL
,colleagues,GENERAL
,.,GENERAL
2774,Join,GENERAL
,your,GENERAL
,state,GENERAL
,ACE,GENERAL
,Women,DEI
,Network,GENERAL
,either,GENERAL
,as,GENERAL
,a,GENERAL
,member,GENERAL
,a,GENERAL
,program,GENERAL
,participant,GENERAL
,or,GENERAL
,a,GENERAL
,presidential,GENERAL
,sponsor,GENERAL
,.,GENERAL
2775,Sign,GENERAL
,EDUCAUSE,GENERAL
,CIO,GENERAL
,Commitment,GENERAL
,on,GENERAL
,Diversity,DEI
,Equity,DEI
,and,GENERAL
,Inclusion,DEI
,and,GENERAL
,then,GENERAL
,follow,GENERAL
,up,GENERAL
,with,GENERAL
,these,GENERAL
,additional,GENERAL
,actions,GENERAL
,Join,GENERAL
,EDUCAUSE,GENERAL
,Community,GENERAL
,Groups,GENERAL
,for,GENERAL
,discussions,GENERAL
,on,GENERAL
,these,GENERAL
,topics,GENERAL
,Diversity,DEI
,in,GENERAL
,IT,GENERAL
,IT,GENERAL
,Accessibility,GENERAL
,LGBTQIA,GENERAL
,in,GENERAL
,IT,GENERAL
,Women,DEI
,in,GENERAL
,IT,GENERAL
,and,GENERAL
,Young,GENERAL
,Professionals,GENERAL
,.,GENERAL
2776,Subscribe,GENERAL
,to,GENERAL
,the,GENERAL
,National,GENERAL
,Center,GENERAL
,for,GENERAL
,Women,DEI
,Information,GENERAL
,Technology,GENERAL
,newsletter,GENERAL
,.,GENERAL
2777,Visit,GENERAL
,EDUCAUSE,GENERAL
,DEI,DEI
,Topic,GENERAL
,Page,GENERAL
,for,GENERAL
,additional,GENERAL
,reading,GENERAL
,and,GENERAL
,resources,GENERAL
,on,GENERAL
,DEI,DEI
,in,GENERAL
,higher,GENERAL
,education,GENERAL
,IT,GENERAL
,.,GENERAL
2778,Collaboration,GENERAL
,between,GENERAL
,IT,GENERAL
,and,GENERAL
,Institutional,GENERAL
,Leaders,GENERAL
,In,GENERAL
,higher,GENERAL
,education,GENERAL
,we,GENERAL
,regularly,GENERAL
,acknowledge,GENERAL
,that,GENERAL
,we,GENERAL
,can,GENERAL
,accomplish,GENERAL
,more,GENERAL
,together,GENERAL
,than,GENERAL
,we,GENERAL
,ever,GENERAL
,can,GENERAL
,on,GENERAL
,our,GENERAL
,own,GENERAL
,.,GENERAL
2779,DEI,DEI
,efforts,GENERAL
,will,GENERAL
,be,GENERAL
,most,GENERAL
,effective,GENERAL
,when,GENERAL
,they,GENERAL
,are,GENERAL
,.,GENERAL
2780,Pockets,GENERAL
,of,GENERAL
,excellence,GENERAL
,are,GENERAL
,surely,GENERAL
,excellent,GENERAL
,for,GENERAL
,those,GENERAL
,in,GENERAL
,the,GENERAL
,pockets,GENERAL
,but,GENERAL
,perhaps,GENERAL
,not,GENERAL
,for,GENERAL
,others,GENERAL
,.,GENERAL
2781,We,GENERAL
,believe,GENERAL
,that,GENERAL
,real,GENERAL
,and,GENERAL
,lasting,GENERAL
,change,GENERAL
,happens,GENERAL
,when,GENERAL
,presidents,GENERAL
,and,GENERAL
,chancellors,GENERAL
,work,GENERAL
,closely,GENERAL
,with,GENERAL
,CIOs,GENERAL
,provosts,GENERAL
,and,GENERAL
,other,GENERAL
,when,GENERAL
,this,GENERAL
,work,GENERAL
,is,GENERAL
,guided,GENERAL
,by,GENERAL
,a,GENERAL
,chief,GENERAL
,diversity,DEI
,officer,GENERAL
,who,GENERAL
,can,GENERAL
,see,GENERAL
,above,GENERAL
,below,GENERAL
,and,GENERAL
,around,GENERAL
,campus,GENERAL
,territories,GENERAL
,and,GENERAL
,for,GENERAL
,reporting,GENERAL
,racial,BIAS
,at,GENERAL
,MIT,GENERAL
,The,GENERAL
,Institute,GENERAL
,Discrimination,BIAS
,Harassment,BIAS
,Response,GENERAL
,IDHR,GENERAL
,Office,GENERAL
,is,GENERAL
,the,GENERAL
,office,GENERAL
,that,GENERAL
,has,GENERAL
,the,GENERAL
,responsibility,GENERAL
,for,GENERAL
,handling,GENERAL
,concerns,GENERAL
,of,GENERAL
,discrimination,BIAS
,and,GENERAL
,discriminatory,GENERAL
,harassment,BIAS
,this,GENERAL
,includes,GENERAL
,sexual,GENERAL
,misconduct,GENERAL
,and,GENERAL
,there,GENERAL
,are,GENERAL
,several,GENERAL
,options,GENERAL
,for,GENERAL
,individuals,GENERAL
,to,GENERAL
,report,GENERAL
,such,GENERAL
,concerns,GENERAL
,and,GENERAL
,several,GENERAL
,options,GENERAL
,for,GENERAL
,how,GENERAL
,the,GENERAL
,Institute,GENERAL
,might,GENERAL
,respond,GENERAL
,address,GENERAL
,those,GENERAL
,concerns,GENERAL
,.,GENERAL
2782,IDHR,GENERAL
,can,GENERAL
,make,GENERAL
,sure,GENERAL
,you,GENERAL
,are,GENERAL
,fully,GENERAL
,aware,DEI
,of,GENERAL
,all,GENERAL
,of,GENERAL
,the,GENERAL
,options,GENERAL
,available,GENERAL
,to,GENERAL
,you,GENERAL
,to,GENERAL
,address,GENERAL
,your,GENERAL
,concerns,GENERAL
,.,GENERAL
2783,Please,GENERAL
,be,GENERAL
,assured,GENERAL
,that,GENERAL
,IDHR,GENERAL
,will,GENERAL
,not,GENERAL
,speak,GENERAL
,to,GENERAL
,anybody,GENERAL
,until,GENERAL
,after,GENERAL
,they,GENERAL
,speak,GENERAL
,to,GENERAL
,you,GENERAL
,and,GENERAL
,you,GENERAL
,have,GENERAL
,indicated,GENERAL
,how,GENERAL
,you,GENERAL
,wish,GENERAL
,to,GENERAL
,proceed,GENERAL
,.,GENERAL
2784,It,GENERAL
,is,GENERAL
,MIT,GENERAL
,policy,GENERAL
,that,GENERAL
,no,GENERAL
,one,GENERAL
,shall,GENERAL
,be,GENERAL
,retaliated,GENERAL
,against,GENERAL
,for,GENERAL
,in,GENERAL
,good,GENERAL
,faith,GENERAL
,raising,GENERAL
,a,GENERAL
,complaint,GENERAL
,of,GENERAL
,a,GENERAL
,violation,GENERAL
,of,GENERAL
,an,GENERAL
,MIT,GENERAL
,policy,GENERAL
,participating,GENERAL
,in,GENERAL
,the,GENERAL
,Institute,GENERAL
,s,GENERAL
,complaint,GENERAL
,resolution,GENERAL
,process,GENERAL
,whether,GENERAL
,as,GENERAL
,a,GENERAL
,complainant,GENERAL
,a,GENERAL
,witness,GENERAL
,an,GENERAL
,investigator,GENERAL
,or,GENERAL
,in,GENERAL
,any,GENERAL
,other,GENERAL
,capacity,GENERAL
,or,GENERAL
,opposing,GENERAL
,a,GENERAL
,violation,GENERAL
,of,GENERAL
,an,GENERAL
,MIT,GENERAL
,policy,GENERAL
,.,GENERAL
2785,How,GENERAL
,to,GENERAL
,report,GENERAL
,an,GENERAL
,incident,GENERAL
,of,GENERAL
,discrimination,BIAS
,or,GENERAL
,harassment,BIAS
,Reach,GENERAL
,out,GENERAL
,directly,GENERAL
,to,GENERAL
,IDHR,GENERAL
,The,GENERAL
,Institute,GENERAL
,Discrimination,BIAS
,Harassment,BIAS
,Response,GENERAL
,IDHR,GENERAL
,Office,GENERAL
,is,GENERAL
,the,GENERAL
,office,GENERAL
,that,GENERAL
,has,GENERAL
,the,GENERAL
,responsibility,GENERAL
,for,GENERAL
,handling,GENERAL
,such,GENERAL
,concerns,GENERAL
,.,GENERAL
2786,You,GENERAL
,can,GENERAL
,file,GENERAL
,an,GENERAL
,incident,GENERAL
,report,GENERAL
,anonymously,GENERAL
,though,GENERAL
,IDHR,GENERAL
,will,GENERAL
,not,GENERAL
,be,GENERAL
,able,GENERAL
,to,GENERAL
,contact,GENERAL
,you,GENERAL
,to,GENERAL
,follow,GENERAL
,up,GENERAL
,.,GENERAL
2787,IDHR,GENERAL
,will,GENERAL
,typically,GENERAL
,notify,GENERAL
,the,GENERAL
,department,GENERAL
,s,GENERAL
,Deputy,GENERAL
,Title,GENERAL
,IX,GENERAL
,Coordinator,GENERAL
,or,GENERAL
,other,GENERAL
,department,GENERAL
,contact,GENERAL
,to,GENERAL
,strategize,GENERAL
,an,GENERAL
,appropriate,BIAS
,response,GENERAL
,to,GENERAL
,the,GENERAL
,reported,GENERAL
,conduct,GENERAL
,.,GENERAL
2788,Reach,GENERAL
,out,GENERAL
,to,GENERAL
,the,GENERAL
,Department,GENERAL
,Head,GENERAL
,When,GENERAL
,an,GENERAL
,individual,GENERAL
,at,GENERAL
,MIT,GENERAL
,comes,GENERAL
,to,GENERAL
,Professor,GENERAL
,Anne,GENERAL
,White,GENERAL
,and,GENERAL
,shares,GENERAL
,a,GENERAL
,concern,GENERAL
,of,GENERAL
,harassment,BIAS
,and,GENERAL
,discrimination,BIAS
,as,GENERAL
,Department,GENERAL
,Head,GENERAL
,she,GENERAL
,is,GENERAL
,obligated,GENERAL
,to,GENERAL
,report,GENERAL
,it,GENERAL
,to,GENERAL
,IDHR,GENERAL
,.,GENERAL
2789,This,GENERAL
,means,GENERAL
,that,GENERAL
,someone,GENERAL
,from,GENERAL
,IDHR,GENERAL
,will,GENERAL
,reach,GENERAL
,out,GENERAL
,to,GENERAL
,you,GENERAL
,and,GENERAL
,ask,GENERAL
,if,GENERAL
,you,GENERAL
,d,GENERAL
,like,GENERAL
,to,GENERAL
,meet,GENERAL
,to,GENERAL
,learn,GENERAL
,more,GENERAL
,about,GENERAL
,the,GENERAL
,full,GENERAL
,range,GENERAL
,of,GENERAL
,options,GENERAL
,available,GENERAL
,to,GENERAL
,you,GENERAL
,.,GENERAL
2790,You,GENERAL
,can,GENERAL
,decline,GENERAL
,this,GENERAL
,meeting,GENERAL
,.,GENERAL
2791,Reach,GENERAL
,out,GENERAL
,to,GENERAL
,any,GENERAL
,Responsible,GENERAL
,Employee,GENERAL
,Responsible,GENERAL
,Employees,GENERAL
,have,GENERAL
,a,GENERAL
,duty,GENERAL
,to,GENERAL
,inform,GENERAL
,IDHR,GENERAL
,when,GENERAL
,they,GENERAL
,learn,GENERAL
,of,GENERAL
,incidents,GENERAL
,of,GENERAL
,discrimination,BIAS
,or,GENERAL
,discriminatory,GENERAL
,harassment,BIAS
,occurring,GENERAL
,at,GENERAL
,MIT,GENERAL
,.,GENERAL
2792,Responsible,GENERAL
,Employees,GENERAL
,include,GENERAL
,all,GENERAL
,faculty,GENERAL
,members,GENERAL
,most,GENERAL
,staff,GENERAL
,other,GENERAL
,than,GENERAL
,confidential,GENERAL
,resources,GENERAL
,and,GENERAL
,managers,GENERAL
,and,GENERAL
,supervisors,GENERAL
,.,GENERAL
2793,Similarly,GENERAL
,when,GENERAL
,a,GENERAL
,Responsible,GENERAL
,Employee,GENERAL
,informs,GENERAL
,IDHR,GENERAL
,someone,GENERAL
,from,GENERAL
,IDHR,GENERAL
,will,GENERAL
,reach,GENERAL
,out,GENERAL
,and,GENERAL
,ask,GENERAL
,if,GENERAL
,you,GENERAL
,d,GENERAL
,like,GENERAL
,to,GENERAL
,meet,GENERAL
,.,GENERAL
2794,You,GENERAL
,can,GENERAL
,decline,GENERAL
,this,GENERAL
,meeting,GENERAL
,.,GENERAL
2795,Use,GENERAL
,the,GENERAL
,MIT,GENERAL
,hotline,GENERAL
,.,GENERAL
2796,Unlike,GENERAL
,the,GENERAL
,IDHR,GENERAL
,Office,GENERAL
,which,GENERAL
,is,GENERAL
,the,GENERAL
,recommended,GENERAL
,reporting,GENERAL
,path,GENERAL
,the,GENERAL
,hotline,GENERAL
,does,GENERAL
,not,GENERAL
,involve,GENERAL
,direct,GENERAL
,and,GENERAL
,rapid,GENERAL
,feedback,GENERAL
,.,GENERAL
2797,But,GENERAL
,you,GENERAL
,may,GENERAL
,prefer,GENERAL
,to,GENERAL
,use,GENERAL
,the,GENERAL
,hotline,GENERAL
,in,GENERAL
,certain,GENERAL
,circumstances,GENERAL
,.,GENERAL
2798,It,GENERAL
,is,GENERAL
,possible,GENERAL
,to,GENERAL
,file,GENERAL
,a,GENERAL
,complaint,GENERAL
,anonymously,GENERAL
,using,GENERAL
,the,GENERAL
,hotline,GENERAL
,although,GENERAL
,the,GENERAL
,Institute,GENERAL
,may,GENERAL
,be,GENERAL
,limited,GENERAL
,in,GENERAL
,how,GENERAL
,it,GENERAL
,is,GENERAL
,able,GENERAL
,to,GENERAL
,respond,GENERAL
,when,GENERAL
,a,GENERAL
,complaint,GENERAL
,is,GENERAL
,anonymous,GENERAL
,.,GENERAL
2799,How,GENERAL
,is,GENERAL
,an,GENERAL
,employee,GENERAL
,disciplined,GENERAL
,if,GENERAL
,they,GENERAL
,have,GENERAL
,violated,GENERAL
,MIT,GENERAL
,policies,GENERAL
,If,GENERAL
,a,GENERAL
,staff,GENERAL
,member,GENERAL
,or,GENERAL
,a,GENERAL
,postdoctoral,GENERAL
,scholar,GENERAL
,has,GENERAL
,been,GENERAL
,found,GENERAL
,to,GENERAL
,have,GENERAL
,violated,GENERAL
,MIT,GENERAL
,s,GENERAL
,policy,GENERAL
,prohibiting,GENERAL
,discrimination,BIAS
,and,GENERAL
,discriminatory,GENERAL
,harassment,BIAS
,the,GENERAL
,Dean,GENERAL
,from,GENERAL
,the,GENERAL
,appropriate,BIAS
,school,GENERAL
,or,GENERAL
,the,GENERAL
,Vice,GENERAL
,President,GENERAL
,for,GENERAL
,Research,GENERAL
,or,GENERAL
,other,GENERAL
,Academic,GENERAL
,Council,GENERAL
,member,GENERAL
,when,GENERAL
,the,GENERAL
,staff,GENERAL
,member,GENERAL
,or,GENERAL
,postdoctoral,GENERAL
,scholar,GENERAL
,is,GENERAL
,in,GENERAL
,a,GENERAL
,research,GENERAL
,lab,GENERAL
,or,GENERAL
,center,GENERAL
,will,GENERAL
,determine,GENERAL
,the,GENERAL
,appropriate,BIAS
,action,GENERAL
,to,GENERAL
,take,GENERAL
,against,GENERAL
,the,GENERAL
,employee,GENERAL
,.,GENERAL
2800,This,GENERAL
,may,GENERAL
,include,GENERAL
,but,GENERAL
,is,GENERAL
,not,GENERAL
,limited,GENERAL
,to,GENERAL
,a,GENERAL
,reprimand,GENERAL
,oral,GENERAL
,or,GENERAL
,written,GENERAL
,suspension,GENERAL
,a,GENERAL
,salary,GENERAL
,reduction,GENERAL
,a,GENERAL
,demotion,GENERAL
,a,GENERAL
,removal,GENERAL
,of,GENERAL
,privileges,BIAS
,or,GENERAL
,termination,GENERAL
,of,GENERAL
,employment,GENERAL
,or,GENERAL
,appointment,GENERAL
,.,GENERAL
2801,When,GENERAL
,a,GENERAL
,faculty,GENERAL
,member,GENERAL
,senior,GENERAL
,research,GENERAL
,scientist,GENERAL
,senior,GENERAL
,research,GENERAL
,engineer,GENERAL
,or,GENERAL
,senior,GENERAL
,research,GENERAL
,associate,GENERAL
,is,GENERAL
,accused,GENERAL
,of,GENERAL
,having,GENERAL
,engaged,GENERAL
,in,GENERAL
,discrimination,BIAS
,or,GENERAL
,discriminatory,GENERAL
,harassment,BIAS
,a,GENERAL
,faculty,GENERAL
,panel,GENERAL
,will,GENERAL
,decide,GENERAL
,whether,GENERAL
,the,GENERAL
,policy,GENERAL
,was,GENERAL
,violated,GENERAL
,and,GENERAL
,if,GENERAL
,so,GENERAL
,will,GENERAL
,recommend,GENERAL
,to,GENERAL
,the,GENERAL
,appropriate,BIAS
,Dean,GENERAL
,or,GENERAL
,other,GENERAL
,Academic,GENERAL
,Council,GENERAL
,member,GENERAL
,for,GENERAL
,some,GENERAL
,senior,GENERAL
,research,GENERAL
,scientists,GENERAL
,engineers,GENERAL
,and,GENERAL
,associates,GENERAL
,what,GENERAL
,action,GENERAL
,should,GENERAL
,be,GENERAL
,taken,GENERAL
,in,GENERAL
,light,GENERAL
,of,GENERAL
,the,GENERAL
,finding,GENERAL
,.,GENERAL
2802,Examples,GENERAL
,of,GENERAL
,discipline,GENERAL
,include,GENERAL
,but,GENERAL
,are,GENERAL
,not,GENERAL
,limited,GENERAL
,to,GENERAL
,a,GENERAL
,reprimand,GENERAL
,oral,GENERAL
,or,GENERAL
,written,GENERAL
,a,GENERAL
,suspension,GENERAL
,a,GENERAL
,salary,GENERAL
,reduction,GENERAL
,a,GENERAL
,demotion,GENERAL
,a,GENERAL
,removal,GENERAL
,of,GENERAL
,privileges,BIAS
,or,GENERAL
,termination,GENERAL
,of,GENERAL
,employment,GENERAL
,or,GENERAL
,appointment,GENERAL
,.,GENERAL
2803,The,GENERAL
,Dean,GENERAL
,reviews,GENERAL
,the,GENERAL
,recommendation,GENERAL
,from,GENERAL
,the,GENERAL
,Faculty,GENERAL
,Panel,GENERAL
,and,GENERAL
,determines,GENERAL
,what,GENERAL
,discipline,GENERAL
,will,GENERAL
,be,GENERAL
,imposed,GENERAL
,or,GENERAL
,other,GENERAL
,action,GENERAL
,taken,GENERAL
,.,GENERAL
2804,Is,GENERAL
,information,GENERAL
,about,GENERAL
,bias,BIAS
,complaints,GENERAL
,available,GENERAL
,IDHR,GENERAL
,produces,GENERAL
,an,GENERAL
,annual,GENERAL
,report,GENERAL
,summarizing,GENERAL
,general,GENERAL
,information,GENERAL
,about,GENERAL
,complaints,GENERAL
,including,GENERAL
,bias,BIAS
,incidents,GENERAL
,.,GENERAL
2805,Beginning,GENERAL
,with,GENERAL
,the,GENERAL
,Annual,GENERAL
,Report,GENERAL
,IDHR,GENERAL
,will,GENERAL
,start,GENERAL
,reporting,GENERAL
,data,GENERAL
,on,GENERAL
,incident,GENERAL
,reports,GENERAL
,and,GENERAL
,cases,GENERAL
,involving,GENERAL
,staff,GENERAL
,and,GENERAL
,faculty,GENERAL
,.,GENERAL
2806,The,GENERAL
,office,GENERAL
,officially,GENERAL
,expanded,GENERAL
,in,GENERAL
,February,GENERAL
,of,GENERAL
,.,GENERAL
2807,View,GENERAL
,annual,GENERAL
,reports,GENERAL
,.,GENERAL
2808,What,GENERAL
,if,GENERAL
,I,GENERAL
,just,GENERAL
,want,GENERAL
,to,GENERAL
,resolve,GENERAL
,this,GENERAL
,within,GENERAL
,the,GENERAL
,department,GENERAL
,and,GENERAL
,not,GENERAL
,report,GENERAL
,to,GENERAL
,an,GENERAL
,office,GENERAL
,We,GENERAL
,encourage,GENERAL
,you,GENERAL
,to,GENERAL
,bring,GENERAL
,any,GENERAL
,concerns,GENERAL
,to,GENERAL
,the,GENERAL
,following,GENERAL
,people,GENERAL
,within,GENERAL
,the,GENERAL
,department,GENERAL
,some,GENERAL
,individuals,GENERAL
,have,GENERAL
,an,GENERAL
,obligation,GENERAL
,to,GENERAL
,inform,GENERAL
,IDHR,GENERAL
,of,GENERAL
,incidents,GENERAL
,of,GENERAL
,sexual,GENERAL
,harassment,BIAS
,sexual,GENERAL
,assault,GENERAL
,violence,GENERAL
,and,GENERAL
,stalking,GENERAL
,but,GENERAL
,you,GENERAL
,are,GENERAL
,not,GENERAL
,obligated,GENERAL
,to,GENERAL
,meet,GENERAL
,with,GENERAL
,them,GENERAL
,or,GENERAL
,pursue,GENERAL
,any,GENERAL
,informal,GENERAL
,or,GENERAL
,formal,GENERAL
,resolution,GENERAL
,process,GENERAL
,Professor,GENERAL
,Anne,GENERAL
,White,GENERAL
,Department,GENERAL
,Head,GENERAL
,Peter,GENERAL
,Brenton,GENERAL
,Administrative,GENERAL
,Officer,GENERAL
,Brandy,GENERAL
,Baker,GENERAL
,Academic,GENERAL
,Administrator,GENERAL
,Valerie,GENERAL
,Censabella,GENERAL
,Human,GENERAL
,Resources,GENERAL
,AdministratorWhy,GENERAL
,did,GENERAL
,we,GENERAL
,let,GENERAL
,you,GENERAL
,in,GENERAL
,then,GENERAL
,That,GENERAL
,was,GENERAL
,what,GENERAL
,a,GENERAL
,white,GENERAL
,colleague,GENERAL
,in,GENERAL
,a,GENERAL
,scientific,GENERAL
,society,GENERAL
,asked,GENERAL
,me,GENERAL
,when,GENERAL
,I,GENERAL
,declined,GENERAL
,to,GENERAL
,lead,GENERAL
,a,GENERAL
,new,GENERAL
,diversity,DEI
,initiative,DEI
,.,GENERAL
2809,I,GENERAL
,am,GENERAL
,the,GENERAL
,first,GENERAL
,Black,DEI
,woman,DEI
,to,GENERAL
,chair,GENERAL
,a,GENERAL
,department,GENERAL
,at,GENERAL
,the,GENERAL
,Johns,GENERAL
,Hopkins,GENERAL
,University,GENERAL
,School,GENERAL
,of,GENERAL
,Medicine,GENERAL
,and,GENERAL
,the,GENERAL
,only,GENERAL
,one,GENERAL
,currently,GENERAL
,leading,GENERAL
,a,GENERAL
,department,GENERAL
,of,GENERAL
,pharmacology,GENERAL
,at,GENERAL
,any,GENERAL
,US,GENERAL
,medical,GENERAL
,school,GENERAL
,.,GENERAL
2810,All,GENERAL
,through,GENERAL
,my,GENERAL
,career,GENERAL
,from,GENERAL
,grade,GENERAL
,school,GENERAL
,onwards,GENERAL
,teachers,GENERAL
,colleagues,GENERAL
,and,GENERAL
,leaders,GENERAL
,have,GENERAL
,challenged,GENERAL
,my,GENERAL
,place,GENERAL
,in,GENERAL
,science,GENERAL
,.,GENERAL
2811,When,GENERAL
,my,GENERAL
,appointment,GENERAL
,as,GENERAL
,chair,GENERAL
,was,GENERAL
,announced,GENERAL
,I,GENERAL
,received,GENERAL
,a,GENERAL
,racist,BIAS
,backlash,GENERAL
,through,GENERAL
,Twitter,GENERAL
,and,GENERAL
,.,GENERAL
2812,Some,GENERAL
,I,GENERAL
,ve,GENERAL
,faced,GENERAL
,has,GENERAL
,been,GENERAL
,indisputable,GENERAL
,.,GENERAL
2813,Someone,GENERAL
,wrote,GENERAL
,the,GENERAL
,on,GENERAL
,an,GENERAL
,announcement,GENERAL
,of,GENERAL
,a,GENERAL
,scientific,GENERAL
,award,GENERAL
,that,GENERAL
,I,GENERAL
,had,GENERAL
,received,GENERAL
,and,GENERAL
,left,GENERAL
,it,GENERAL
,in,GENERAL
,the,GENERAL
,inbox,GENERAL
,at,GENERAL
,the,GENERAL
,door,GENERAL
,to,GENERAL
,my,GENERAL
,lab,GENERAL
,.,GENERAL
2814,This,GENERAL
,is,GENERAL
,just,GENERAL
,one,GENERAL
,of,GENERAL
,several,GENERAL
,notes,GENERAL
,with,GENERAL
,a,GENERAL
,racial,BIAS
,slur,GENERAL
,that,GENERAL
,I,GENERAL
,ve,GENERAL
,received,GENERAL
,during,GENERAL
,my,GENERAL
,years,GENERAL
,in,GENERAL
,science,GENERAL
,.,GENERAL
2815,White,GENERAL
,colleagues,GENERAL
,initially,DEI
,flabbergasted,GENERAL
,at,GENERAL
,hearing,GENERAL
,about,GENERAL
,a,GENERAL
,racist,BIAS
,incident,GENERAL
,I,GENERAL
,ve,GENERAL
,faced,GENERAL
,often,GENERAL
,follow,GENERAL
,up,GENERAL
,with,GENERAL
,denial,BIAS
,and,GENERAL
,a,GENERAL
,desire,GENERAL
,to,GENERAL
,look,GENERAL
,outwards,GENERAL
,but,GENERAL
,not,GENERAL
,inwards,GENERAL
,.,GENERAL
2816,Some,GENERAL
,have,GENERAL
,tried,GENERAL
,to,GENERAL
,explain,GENERAL
,the,GENERAL
,racism,BIAS
,by,GENERAL
,making,GENERAL
,it,GENERAL
,my,GENERAL
,fault,GENERAL
,and,GENERAL
,insisting,GENERAL
,that,GENERAL
,I,GENERAL
,must,GENERAL
,have,GENERAL
,done,GENERAL
,something,GENERAL
,to,GENERAL
,bring,GENERAL
,it,GENERAL
,on,GENERAL
,.,GENERAL
2817,Others,GENERAL
